,age,risk,horizon,capital,equity,mf,cash,goal_preservation,goal_retirement,goal_short_term,goal_wealth
5703,23,1,3,41511,52.0,28.0,20.0,False,False,True,False
5704,24,0,7,19799,28.89,48.89,22.22,False,False,True,False
5705,26,1,3,30859,84.56,10.45,4.99,False,False,False,True
5706,19,0,6,17135,55.0,30.0,15.0,False,True,False,False
5707,30,1,3,21887,57.01,38.0,4.99,False,False,False,False
5708,26,0,5,23012,26.67,51.11,22.22,False,False,True,False
5709,30,1,3,22229,80.76,14.25,4.99,False,False,False,True
5710,34,0,5,27312,31.0,59.0,10.0,False,False,False,False
5711,18,2,9,23119,85.0,10.0,5.0,False,True,False,False
5712,25,0,3,17787,31.58,47.37,21.05,True,False,False,False
5713,28,2,3,25464,85.0,10.0,5.0,False,False,False,True
5714,19,2,3,39593,77.75,17.28,4.97,False,False,False,False
5715,23,2,8,26462,85.0,10.0,5.0,False,False,False,True
5716,25,0,5,26461,27.78,50.0,22.22,False,False,True,False
5717,19,0,3,29651,36.84,42.11,21.05,True,False,False,False
5718,25,0,4,19916,31.58,47.37,21.05,True,False,False,False
5719,28,2,3,26826,72.0,23.0,5.0,True,False,False,False
5720,25,1,3,18911,55.0,30.0,15.0,True,False,False,False
5721,19,0,7,18867,55.0,30.0,15.0,False,True,False,False
5722,26,2,3,20048,85.0,10.0,5.0,False,False,False,True
5723,27,0,5,23596,29.47,49.47,21.05,True,False,False,False
5724,28,0,3,17281,24.44,53.33,22.22,False,False,True,False
5725,18,1,4,26098,83.22,9.79,6.99,False,False,False,True
5726,23,1,6,32862,57.0,28.0,15.0,True,False,False,False
5727,24,0,3,21770,41.0,49.0,10.0,False,False,False,False
5728,23,1,4,26371,52.0,28.0,20.0,False,False,True,False
5729,24,0,5,20028,51.0,34.0,15.0,False,True,False,False
5730,21,2,6,47640,82.37,9.69,7.94,False,False,False,True
5731,23,1,6,37451,82.19,10.96,6.85,False,False,False,True
5732,25,1,3,16307,61.76,33.25,4.99,False,False,False,False
5733,25,0,6,18247,31.58,47.37,21.05,True,False,False,False
5734,25,2,3,27459,75.0,20.0,5.0,True,False,False,False
5735,25,1,3,46970,50.0,30.0,20.0,False,False,True,False
5736,27,1,6,25657,77.92,15.58,6.49,False,False,False,True
5737,27,2,5,13792,65.22,23.91,10.87,False,False,True,False
5738,27,1,6,25028,48.0,32.0,20.0,False,False,True,False
5739,19,0,4,18859,33.33,44.44,22.22,False,False,True,False
5740,24,0,4,32076,28.89,48.89,22.22,False,False,True,False
5741,20,2,10,18355,85.0,10.0,5.0,False,False,False,True
5742,26,1,3,19035,84.56,10.45,4.99,False,False,False,True
5743,27,1,3,46772,48.0,32.0,20.0,False,False,True,False
5744,23,0,3,25950,52.0,33.0,15.0,False,True,False,False
5745,26,1,6,19127,69.77,24.42,5.81,False,True,False,False
5746,23,1,5,20303,61.22,33.67,5.1,False,False,False,False
5747,18,0,3,56783,33.33,44.44,22.22,False,False,True,False
5748,22,0,5,28652,31.11,46.67,22.22,False,False,True,False
5749,22,0,3,17544,43.0,47.0,10.0,False,False,False,False
5750,23,2,5,36325,68.18,26.14,5.68,False,False,False,False
5751,27,2,4,27418,65.22,23.91,10.87,False,False,True,False
5752,18,1,5,26828,75.0,18.75,6.25,False,True,False,False
5753,30,1,7,17272,70.0,25.0,5.0,False,True,False,False
5754,27,1,3,18316,83.61,11.4,4.99,False,False,False,True
5755,26,2,3,25113,69.0,21.0,10.0,False,False,True,False
5756,22,0,4,23429,34.74,44.21,21.05,True,False,False,False
5757,26,1,3,30092,84.56,10.45,4.99,False,False,False,True
5758,24,2,5,15709,81.08,12.16,6.76,False,True,False,False
5759,25,2,3,36831,70.0,20.0,10.0,False,False,True,False
5760,24,1,3,26591,76.0,19.0,5.0,False,True,False,False
5761,27,1,3,31448,83.61,11.4,4.99,False,False,False,True
5762,22,2,7,22210,78.0,17.0,5.0,True,False,False,False
5763,23,1,5,20528,72.29,21.69,6.02,False,True,False,False
5764,21,2,3,26209,79.0,16.0,5.0,True,False,False,False
5765,23,0,5,18778,52.0,33.0,15.0,False,True,False,False
5766,24,2,4,18997,71.43,22.62,5.95,True,False,False,False
5767,26,0,6,25216,26.67,51.11,22.22,False,False,True,False
5768,24,2,3,21799,74.3,20.73,4.97,False,False,False,False
5769,27,0,7,18961,38.0,52.0,10.0,False,False,False,False
5770,23,0,5,31037,30.0,47.78,22.22,False,False,True,False
5771,27,1,3,19024,48.0,32.0,20.0,False,False,True,False
5772,18,0,3,21653,33.33,44.44,22.22,False,False,True,False
5773,28,0,7,25228,47.0,38.0,15.0,False,True,False,False
5774,27,1,3,21479,53.0,32.0,15.0,True,False,False,False
5775,27,2,3,17357,71.71,23.33,4.97,False,False,False,False
5776,27,0,5,19923,25.56,52.22,22.22,False,False,True,False
5777,25,2,4,43327,66.67,27.78,5.56,False,False,False,False
5778,28,2,8,18983,67.0,23.0,10.0,False,False,True,False
5779,36,2,4,26274,78.95,14.47,6.58,False,False,False,True
5780,34,1,8,22111,53.21,41.81,4.99,False,False,False,False
5781,23,0,3,30459,67.0,23.0,10.0,False,False,False,True
5782,24,0,5,42989,28.89,48.89,22.22,False,False,True,False
5783,18,0,5,18957,45.0,45.0,10.0,False,False,False,False
5784,25,0,4,11063,27.78,50.0,22.22,False,False,True,False
5785,25,1,4,20864,80.0,13.33,6.67,False,False,False,True
5786,28,0,4,26786,37.0,53.0,10.0,False,False,False,False
5787,28,0,8,29203,28.42,50.53,21.05,True,False,False,False
5788,28,0,4,21962,61.22,28.57,10.2,False,False,False,True
5789,27,2,3,8135,73.0,22.0,5.0,True,False,False,False
5790,25,0,3,29292,50.0,35.0,15.0,False,True,False,False
5791,27,2,5,43104,82.96,9.76,7.28,False,False,False,True
5792,24,1,3,22633,56.0,29.0,15.0,True,False,False,False
5793,32,2,6,20690,73.17,20.73,6.1,False,True,False,False
5794,27,0,3,30214,48.0,37.0,15.0,False,True,False,False
5795,26,0,7,46044,26.67,51.11,22.22,False,False,True,False
5796,21,1,3,40174,65.56,29.45,4.99,False,False,False,False
5797,23,2,4,19031,82.58,9.71,7.71,False,False,False,True
5798,26,2,3,24410,85.0,10.0,5.0,False,False,False,True
5799,22,1,8,14845,85.0,10.0,5.0,False,False,False,True
5800,27,1,6,28350,48.0,32.0,20.0,False,False,True,False
5801,22,0,6,26846,31.11,46.67,22.22,False,False,True,False
5802,28,1,3,20903,52.0,33.0,15.0,True,False,False,False
5803,30,1,4,55428,66.67,27.78,5.56,False,True,False,False
5804,24,0,3,31211,28.89,48.89,22.22,False,False,True,False
5805,24,2,3,29421,71.0,19.0,10.0,False,False,True,False
5806,24,2,5,28509,67.42,21.35,11.24,False,False,True,False
5807,31,0,4,27288,34.0,56.0,10.0,False,False,False,False
5808,25,2,5,25460,82.77,9.74,7.49,False,False,False,True
5809,18,0,3,42853,55.0,30.0,15.0,False,True,False,False
5810,27,0,5,18206,29.47,49.47,21.05,True,False,False,False
5811,26,0,3,46168,49.0,36.0,15.0,False,True,False,False
5812,28,2,5,20327,83.05,9.77,7.18,False,False,False,True
5813,22,0,4,40815,34.74,44.21,21.05,True,False,False,False
5814,27,0,4,21215,61.86,27.84,10.31,False,False,False,True
5815,27,0,4,35956,61.86,27.84,10.31,False,False,False,True
5816,27,2,6,39203,68.97,25.29,5.75,True,False,False,False
5817,18,0,9,21825,55.0,30.0,15.0,False,True,False,False
5818,27,1,4,24980,53.0,32.0,15.0,True,False,False,False
5819,21,0,7,16722,44.0,46.0,10.0,False,False,False,False
5820,28,2,3,18883,83.26,11.76,4.98,False,True,False,False
5821,23,2,8,24330,75.16,19.87,4.97,False,False,False,False
5822,25,0,3,16845,31.58,47.37,21.05,True,False,False,False
5823,27,0,3,17708,48.0,37.0,15.0,False,True,False,False
5824,24,2,5,18933,82.67,9.73,7.6,False,False,False,True
5825,21,2,7,18193,76.89,18.14,4.97,False,False,False,False
5826,30,1,7,25165,50.0,35.0,15.0,True,False,False,False
5827,31,0,7,16771,21.11,56.67,22.22,False,False,True,False
5828,26,1,3,23751,54.0,31.0,15.0,True,False,False,False
5829,29,2,3,40768,69.98,25.05,4.97,False,False,False,False
5830,26,0,4,18328,26.67,51.11,22.22,False,False,True,False
5831,23,1,5,27360,57.0,28.0,15.0,True,False,False,False
5832,22,0,4,20074,65.22,23.91,10.87,False,False,False,True
5833,20,1,6,29320,83.22,9.79,6.99,False,False,False,True
5834,18,1,3,29774,80.0,15.0,5.0,False,True,False,False
5835,26,0,4,27940,39.0,51.0,10.0,False,False,False,False
5836,23,0,5,14356,64.52,24.73,10.75,False,False,False,True
5837,22,1,5,31885,61.86,32.99,5.15,False,False,False,False
5838,32,1,3,19702,43.0,37.0,20.0,False,False,True,False
5839,22,2,7,12452,73.0,17.0,10.0,False,False,True,False
5840,24,0,5,16449,63.83,25.53,10.64,False,False,False,True
5841,28,1,3,14714,58.91,36.1,4.99,False,False,False,False
5842,30,0,5,11246,45.0,40.0,15.0,False,True,False,False
5843,27,0,3,29589,29.47,49.47,21.05,True,False,False,False
5844,27,0,5,46430,61.86,27.84,10.31,False,False,False,True
5845,23,1,6,18640,57.0,28.0,15.0,True,False,False,False
5846,26,0,5,31415,39.0,51.0,10.0,False,False,False,False
5847,29,1,6,17187,57.58,37.43,4.99,False,False,False,False
5848,24,1,4,27580,51.0,29.0,20.0,False,False,True,False
5849,28,0,3,18171,28.42,50.53,21.05,True,False,False,False
5850,18,1,6,36814,60.0,25.0,15.0,True,False,False,False
5851,26,0,4,36049,49.0,36.0,15.0,False,True,False,False
5852,18,1,4,25546,60.0,25.0,15.0,True,False,False,False
5853,23,0,3,18159,52.0,33.0,15.0,False,True,False,False
5854,28,0,9,27802,28.42,50.53,21.05,True,False,False,False
5855,25,0,3,26304,27.78,50.0,22.22,False,False,True,False
5856,21,2,5,44799,69.77,24.42,5.81,False,False,False,False
5857,33,0,4,27201,42.0,43.0,15.0,False,True,False,False
5858,20,1,3,21594,85.0,10.0,5.0,False,False,False,True
5859,21,0,7,41266,44.0,46.0,10.0,False,False,False,False
5860,21,2,7,25621,79.0,16.0,5.0,True,False,False,False
5861,28,2,4,31768,68.18,26.14,5.68,True,False,False,False
5862,20,1,3,18515,80.0,15.0,5.0,False,True,False,False
5863,18,2,4,39506,70.59,23.53,5.88,False,False,False,False
5864,28,1,4,17088,47.0,33.0,20.0,False,False,True,False
5865,29,0,7,19106,46.0,39.0,15.0,False,True,False,False
5866,24,2,7,18215,85.0,10.0,5.0,False,True,False,False
5867,25,0,3,19468,31.58,47.37,21.05,True,False,False,False
5868,24,2,4,33437,67.42,21.35,11.24,False,False,True,False
5869,26,0,6,25488,30.53,48.42,21.05,True,False,False,False
5870,26,0,5,36885,30.53,48.42,21.05,True,False,False,False
5871,24,2,3,18174,71.0,19.0,10.0,False,False,True,False
5872,29,1,8,22770,46.0,34.0,20.0,False,False,True,False
5873,26,2,6,15737,69.77,24.42,5.81,True,False,False,False
5874,29,0,3,17043,36.0,54.0,10.0,False,False,False,False
5875,25,1,3,24269,85.0,10.0,5.0,False,False,False,True
5876,23,2,7,25251,85.0,10.0,5.0,False,False,False,True
5877,26,2,3,27248,69.0,21.0,10.0,False,False,True,False
5878,19,1,7,27556,85.0,10.0,5.0,False,False,False,True
5879,27,1,6,26621,53.0,32.0,15.0,True,False,False,False
5880,25,2,4,22145,70.59,23.53,5.88,True,False,False,False
5881,22,1,5,20343,58.0,27.0,15.0,True,False,False,False
5882,24,0,4,21805,51.0,34.0,15.0,False,True,False,False
5883,30,0,6,20270,45.0,40.0,15.0,False,True,False,False
5884,25,0,6,22201,50.0,35.0,15.0,False,True,False,False
5885,23,1,4,22042,52.0,28.0,20.0,False,False,True,False
5886,33,0,7,33956,18.89,58.89,22.22,False,False,True,False
5887,28,1,3,37998,82.66,12.35,4.99,False,False,False,True
5888,27,1,4,15959,77.92,15.58,6.49,False,False,False,True
5889,23,0,6,31893,30.0,47.78,22.22,False,False,True,False
5890,25,1,4,30725,60.0,35.0,5.0,False,False,False,False
5891,22,2,5,8846,73.17,20.73,6.1,True,False,False,False
5892,30,0,5,43615,22.22,55.56,22.22,False,False,True,False
5893,26,0,6,34835,26.67,51.11,22.22,False,False,True,False
5894,27,0,3,18044,63.0,27.0,10.0,False,False,False,True
5895,27,0,8,37873,25.56,52.22,22.22,False,False,True,False
5896,29,2,6,19348,67.42,26.97,5.62,True,False,False,False
5897,24,1,5,33463,56.0,29.0,15.0,True,False,False,False
5898,26,0,6,29976,26.67,51.11,22.22,False,False,True,False
5899,20,1,8,36594,85.0,10.0,5.0,False,False,False,True
5900,27,0,4,16133,25.56,52.22,22.22,False,False,True,False
5901,18,2,5,19802,75.0,18.75,6.25,True,False,False,False
5902,20,0,5,35639,33.33,44.44,22.22,False,False,True,False
5903,26,1,3,15035,74.0,21.0,5.0,False,True,False,False
5904,23,0,7,32265,33.68,45.26,21.05,True,False,False,False
5905,30,1,3,14494,50.0,35.0,15.0,True,False,False,False
5906,26,2,4,22670,65.93,23.08,10.99,False,False,True,False
5907,26,1,5,15596,69.77,24.42,5.81,False,True,False,False
5908,23,1,4,14818,61.22,33.67,5.1,False,False,False,False
5909,27,2,5,22958,65.22,29.35,5.43,False,False,False,False
5910,22,1,5,17781,83.1,9.97,6.93,False,False,False,True
5911,25,1,3,15354,55.0,30.0,15.0,True,False,False,False
5912,21,0,5,19948,54.0,31.0,15.0,False,True,False,False
5913,27,1,3,27841,73.0,22.0,5.0,False,True,False,False
5914,25,1,4,36446,55.0,30.0,15.0,True,False,False,False
5915,25,0,3,21373,27.78,50.0,22.22,False,False,True,False
5916,26,2,4,27092,78.95,14.47,6.58,False,True,False,False
5917,30,0,5,14296,35.0,55.0,10.0,False,False,False,False
5918,18,1,4,17876,83.22,9.79,6.99,False,False,False,True
5919,18,0,3,38858,55.0,30.0,15.0,False,True,False,False
5920,22,1,6,15117,58.0,27.0,15.0,True,False,False,False
5921,18,0,5,35760,66.67,22.22,11.11,False,False,False,True
5922,22,1,6,27071,73.17,20.73,6.1,False,True,False,False
5923,18,0,3,49136,55.0,30.0,15.0,False,True,False,False
5924,25,0,3,24699,31.58,47.37,21.05,True,False,False,False
5925,24,1,4,38374,51.0,29.0,20.0,False,False,True,False
5926,24,1,3,31200,76.0,19.0,5.0,False,True,False,False
5927,29,1,4,13759,57.58,37.43,4.99,False,False,False,False
5928,21,1,5,23069,83.22,9.85,6.93,False,False,False,True
5929,20,2,4,16704,75.0,18.75,6.25,True,False,False,False
5930,27,1,3,23980,48.0,32.0,20.0,False,False,True,False
5931,30,0,8,16459,22.22,55.56,22.22,False,False,True,False
5932,18,0,3,31281,36.84,42.11,21.05,True,False,False,False
5933,20,0,3,39303,55.0,30.0,15.0,False,True,False,False
5934,21,2,6,27573,83.22,9.85,6.93,False,True,False,False
5935,26,1,5,46053,49.0,31.0,20.0,False,False,True,False
5936,27,0,4,19941,61.86,27.84,10.31,False,False,False,True
5937,25,0,3,14638,27.78,50.0,22.22,False,False,True,False
5938,20,1,3,20820,85.0,10.0,5.0,False,False,False,True
5939,24,1,6,24544,51.0,29.0,20.0,False,False,True,False
5940,33,0,5,24707,32.0,58.0,10.0,False,False,False,False
5941,18,2,6,34154,83.22,9.79,6.99,False,True,False,False
5942,25,1,5,22654,50.0,30.0,20.0,False,False,True,False
5943,24,1,4,20381,51.0,29.0,20.0,False,False,True,False
5944,22,0,3,17331,53.0,32.0,15.0,False,True,False,False
5945,27,0,4,13477,25.56,52.22,22.22,False,False,True,False
5946,18,2,7,19621,80.0,15.0,5.0,True,False,False,False
5947,25,2,3,15687,70.0,20.0,10.0,False,False,True,False
5948,20,1,4,19677,63.16,31.58,5.26,False,False,False,False
5949,21,2,4,27216,82.37,9.69,7.94,False,False,False,True
5950,19,2,7,23251,75.0,15.0,10.0,False,False,True,False
5951,26,0,7,23621,49.0,36.0,15.0,False,True,False,False
5952,22,2,3,19129,73.0,17.0,10.0,False,False,True,False
5953,25,1,4,18312,55.0,30.0,15.0,True,False,False,False
5954,29,2,3,19878,71.0,24.0,5.0,True,False,False,False
5955,23,0,4,22755,30.0,47.78,22.22,False,False,True,False
5956,30,2,6,21563,63.16,26.32,10.53,False,False,True,False
5957,25,2,3,22515,70.0,20.0,10.0,False,False,True,False
5958,23,1,3,24130,52.0,28.0,20.0,False,False,True,False
5959,27,0,8,22660,25.56,52.22,22.22,False,False,True,False
5960,25,2,3,39829,85.0,10.0,5.0,False,False,False,True
5961,18,2,5,27448,83.22,9.79,6.99,False,True,False,False
5962,28,2,8,32289,85.0,10.0,5.0,False,False,False,True
5963,22,2,3,27188,76.03,19.01,4.97,False,False,False,False
5964,19,1,5,25477,60.0,25.0,15.0,True,False,False,False
5965,31,0,4,27788,21.11,56.67,22.22,False,False,True,False
5966,30,0,6,19436,45.0,40.0,15.0,False,True,False,False
5967,18,2,6,19968,75.0,18.75,6.25,True,False,False,False
5968,27,0,7,21242,63.0,27.0,10.0,False,False,False,True
5969,26,2,7,26049,72.57,22.46,4.97,False,False,False,False
5970,26,0,4,38159,30.53,48.42,21.05,True,False,False,False
5971,21,2,10,17541,85.0,10.0,5.0,False,False,False,True
5972,27,2,6,31121,77.92,15.58,6.49,False,True,False,False
5973,29,1,4,16193,67.42,26.97,5.62,False,True,False,False
5974,27,2,7,30685,68.0,22.0,10.0,False,False,True,False
5975,26,2,6,18135,78.95,14.47,6.58,False,True,False,False
5976,33,0,11,30834,42.0,43.0,15.0,False,True,False,False
5977,30,1,3,16669,57.01,38.0,4.99,False,False,False,False
5978,27,2,3,21296,85.0,10.0,5.0,False,False,False,True
5979,20,1,5,29254,55.0,25.0,20.0,False,False,True,False
5980,18,1,4,18076,55.0,25.0,20.0,False,False,True,False
5981,28,0,4,35514,61.22,28.57,10.2,False,False,False,True
5982,21,2,7,13335,85.0,10.0,5.0,False,False,False,True
5983,29,1,6,37469,67.42,26.97,5.62,False,True,False,False
5984,30,2,3,25870,81.45,13.57,4.98,False,True,False,False
5985,25,1,5,10542,80.0,13.33,6.67,False,False,False,True
5986,26,2,5,27845,65.93,28.57,5.49,False,False,False,False
5987,22,1,5,13341,83.1,9.97,6.93,False,False,False,True
5988,26,2,7,27347,85.0,10.0,5.0,False,False,False,True
5989,18,0,4,13991,33.33,44.44,22.22,False,False,True,False
5990,26,0,5,18867,49.0,36.0,15.0,False,True,False,False
5991,29,2,4,39519,67.42,26.97,5.62,True,False,False,False
5992,28,1,3,18437,82.66,12.35,4.99,False,False,False,True
5993,24,0,4,34041,51.0,34.0,15.0,False,True,False,False
5994,19,1,4,23323,75.0,18.75,6.25,False,True,False,False
5995,27,2,7,24138,73.0,22.0,5.0,True,False,False,False
5996,28,0,6,30072,24.44,53.33,22.22,False,False,True,False
5997,30,2,3,19173,81.45,13.57,4.98,False,True,False,False
5998,27,0,3,29915,38.0,52.0,10.0,False,False,False,False
5999,26,0,3,26062,64.0,26.0,10.0,False,False,False,True
6000,20,0,4,33781,45.0,45.0,10.0,False,False,False,False
6001,21,2,3,32055,76.89,18.14,4.97,False,False,False,False
6002,29,2,4,27280,67.42,26.97,5.62,True,False,False,False
6003,24,2,6,22470,67.42,21.35,11.24,False,False,True,False
6004,23,1,4,21093,57.0,28.0,15.0,True,False,False,False
6005,31,1,4,22316,74.07,19.75,6.17,False,False,False,True
6006,25,2,5,39562,70.59,23.53,5.88,True,False,False,False
6007,28,0,3,29254,28.42,50.53,21.05,True,False,False,False
6008,29,0,8,12655,23.33,54.44,22.22,False,False,True,False
6009,20,0,3,16742,45.0,45.0,10.0,False,False,False,False
6010,22,0,5,24161,53.0,32.0,15.0,False,True,False,False
6011,29,1,3,58132,81.71,13.3,4.99,False,False,False,True
6012,25,1,6,31753,80.0,13.33,6.67,False,False,False,True
6013,29,0,7,19391,23.33,54.44,22.22,False,False,True,False
6014,21,2,8,33909,79.0,16.0,5.0,True,False,False,False
6015,28,2,5,17725,64.52,24.73,10.75,False,False,True,False
6016,24,2,8,40320,85.0,10.0,5.0,False,True,False,False
6017,27,1,3,26807,83.61,11.4,4.99,False,False,False,True
6018,33,2,4,34169,64.52,30.11,5.38,True,False,False,False
6019,29,2,3,23567,69.98,25.05,4.97,False,False,False,False
6020,30,2,7,16124,65.0,25.0,10.0,False,False,True,False
6021,28,1,4,53783,52.0,33.0,15.0,True,False,False,False
6022,28,0,4,23586,37.0,53.0,10.0,False,False,False,False
6023,27,0,4,42667,25.56,52.22,22.22,False,False,True,False
6024,21,2,6,23495,83.22,9.85,6.93,False,True,False,False
6025,20,0,6,16117,36.84,42.11,21.05,True,False,False,False
6026,20,1,3,15899,66.51,28.5,4.99,False,False,False,False
6027,25,1,5,21694,60.0,35.0,5.0,False,False,False,False
6028,21,0,3,34515,32.22,45.56,22.22,False,False,True,False
6029,23,1,4,27260,52.0,28.0,20.0,False,False,True,False
6030,18,2,8,22496,85.0,10.0,5.0,False,True,False,False
6031,22,1,5,21815,53.0,27.0,20.0,False,False,True,False
6032,20,2,3,18839,77.75,17.28,4.97,False,False,False,False
6033,19,2,3,28402,85.0,10.0,5.0,False,True,False,False
6034,25,2,6,30874,66.67,22.22,11.11,False,False,True,False
6035,27,2,3,18129,68.0,22.0,10.0,False,False,True,False
6036,23,0,3,28447,33.68,45.26,21.05,True,False,False,False
6037,28,1,3,22126,82.66,12.35,4.99,False,False,False,True
6038,25,0,7,39293,50.0,35.0,15.0,False,True,False,False
6039,31,2,3,20448,68.25,26.78,4.97,False,False,False,False
6040,27,2,5,18969,65.22,29.35,5.43,False,False,False,False
6041,30,0,4,30607,35.0,55.0,10.0,False,False,False,False
6042,24,0,5,52299,32.63,46.32,21.05,True,False,False,False
6043,23,2,7,35987,72.0,18.0,10.0,False,False,True,False
6044,27,2,4,19221,82.96,9.76,7.28,False,False,False,True
6045,28,2,4,28815,64.52,30.11,5.38,False,False,False,False
6046,29,2,3,19264,82.35,12.67,4.98,False,True,False,False
6047,28,0,5,22025,37.0,53.0,10.0,False,False,False,False
6048,19,1,4,17900,63.16,31.58,5.26,False,False,False,False
6049,31,1,3,25586,56.06,38.95,4.99,False,False,False,False
6050,30,1,5,25415,50.0,35.0,15.0,True,False,False,False
6051,26,0,3,18398,39.0,51.0,10.0,False,False,False,False
6052,24,2,5,37884,67.42,26.97,5.62,False,False,False,False
6053,27,1,5,20301,58.77,36.24,5.0,False,False,False,False
6054,34,1,5,38600,41.0,39.0,20.0,False,False,True,False
6055,19,2,3,26667,80.0,15.0,5.0,True,False,False,False
6056,19,0,3,29550,55.0,30.0,15.0,False,True,False,False
6057,31,2,3,30957,85.0,10.0,5.0,False,False,False,True
6058,20,1,3,32151,80.0,15.0,5.0,False,True,False,False
6059,25,1,5,30520,55.0,30.0,15.0,True,False,False,False
6060,25,1,9,39317,75.0,20.0,5.0,False,True,False,False
6061,23,2,5,19586,68.18,20.45,11.36,False,False,True,False
6062,18,0,3,27905,36.84,42.11,21.05,True,False,False,False
6063,25,0,4,21689,31.58,47.37,21.05,True,False,False,False
6064,22,0,5,20155,34.74,44.21,21.05,True,False,False,False
6065,25,0,5,22388,27.78,50.0,22.22,False,False,True,False
6066,23,1,3,16404,85.0,10.0,5.0,False,False,False,True
6067,29,1,5,28990,57.58,37.43,4.99,False,False,False,False
6068,24,1,4,14738,81.08,12.16,6.76,False,False,False,True
6069,25,2,5,14528,66.67,27.78,5.56,False,False,False,False
6070,27,1,4,16383,68.97,25.29,5.75,False,True,False,False
6071,24,2,3,13976,85.0,10.0,5.0,False,False,False,True
6072,20,0,3,22355,45.0,45.0,10.0,False,False,False,False
6073,22,2,5,28452,68.97,25.29,5.75,False,False,False,False
6074,27,1,3,27558,53.0,32.0,15.0,True,False,False,False
6075,26,2,3,20808,85.0,10.0,5.0,False,False,False,True
6076,25,0,3,22747,27.78,50.0,22.22,False,False,True,False
6077,24,0,3,34642,41.0,49.0,10.0,False,False,False,False
6078,24,0,5,36610,28.89,48.89,22.22,False,False,True,False
6079,23,2,5,33460,82.58,9.71,7.71,False,False,False,True
6080,26,2,3,40601,85.0,10.0,5.0,False,True,False,False
6081,31,0,3,26565,21.11,56.67,22.22,False,False,True,False
6082,21,0,3,19103,54.0,31.0,15.0,False,True,False,False
6083,23,1,4,28160,52.0,28.0,20.0,False,False,True,False
6084,26,2,6,22559,82.87,9.75,7.39,False,False,False,True
6085,21,0,4,42208,35.79,43.16,21.05,True,False,False,False
6086,21,2,7,26394,85.0,10.0,5.0,False,False,False,True
6087,21,1,8,26399,59.0,26.0,15.0,True,False,False,False
6088,23,2,3,22993,77.0,18.0,5.0,True,False,False,False
6089,25,1,7,37500,85.0,10.0,5.0,False,False,False,True
6090,20,0,3,8909,70.0,20.0,10.0,False,False,False,True
6091,23,0,7,12703,33.68,45.26,21.05,True,False,False,False
6092,23,2,6,26738,72.29,21.69,6.02,True,False,False,False
6093,37,0,4,20697,38.0,47.0,15.0,False,True,False,False
6094,30,0,3,21437,35.0,55.0,10.0,False,False,False,False
6095,29,2,6,38665,63.83,30.85,5.32,False,False,False,False
6096,21,0,3,25426,69.0,21.0,10.0,False,False,False,True
6097,25,2,6,24292,80.0,13.33,6.67,False,True,False,False
6098,18,2,7,39070,85.0,10.0,5.0,False,False,False,True
6099,22,0,3,30555,43.0,47.0,10.0,False,False,False,False
6100,23,2,5,30159,72.29,21.69,6.02,True,False,False,False
6101,32,1,7,22040,43.0,37.0,20.0,False,False,True,False
6102,24,0,3,15128,41.0,49.0,10.0,False,False,False,False
6103,22,0,6,56560,65.22,23.91,10.87,False,False,False,True
6104,29,1,3,25869,51.0,34.0,15.0,True,False,False,False
6105,24,2,5,28920,82.67,9.73,7.6,False,False,False,True
6106,25,1,3,40381,85.0,10.0,5.0,False,False,False,True
6107,18,2,4,36676,70.59,17.65,11.76,False,False,True,False
6108,26,0,4,25656,62.5,27.08,10.42,False,False,False,True
6109,31,2,4,25540,74.07,19.75,6.17,False,True,False,False
6110,31,2,7,31649,69.0,26.0,5.0,True,False,False,False
6111,26,0,4,14820,39.0,51.0,10.0,False,False,False,False
6112,26,0,3,26294,30.53,48.42,21.05,True,False,False,False
6113,20,2,4,29313,82.26,9.68,8.06,False,False,False,True
6114,21,0,7,33192,44.0,46.0,10.0,False,False,False,False
6115,23,2,4,25490,68.18,20.45,11.36,False,False,True,False
6116,37,2,6,16243,58.77,36.24,5.0,False,False,False,False
6117,27,2,6,26798,65.22,23.91,10.87,False,False,True,False
6118,23,1,3,24316,57.0,28.0,15.0,True,False,False,False
6119,24,2,3,19762,85.0,10.0,5.0,False,False,False,True
6120,28,2,3,20370,70.84,24.19,4.97,False,False,False,False
6121,32,0,3,24907,20.0,57.78,22.22,False,False,True,False
6122,25,2,3,14159,85.0,10.0,5.0,False,False,False,True
6123,27,2,3,20676,71.71,23.33,4.97,False,False,False,False
6124,21,1,4,15847,54.0,26.0,20.0,False,False,True,False
6125,27,1,4,30219,58.77,36.24,5.0,False,False,False,False
6126,25,2,8,18171,70.0,20.0,10.0,False,False,True,False
6127,28,0,4,21982,37.0,53.0,10.0,False,False,False,False
6128,24,2,4,13550,71.43,22.62,5.95,True,False,False,False
6129,28,2,5,16725,64.52,24.73,10.75,False,False,True,False
6130,33,2,5,26858,61.22,28.57,10.2,False,False,True,False
6131,33,0,6,21279,18.89,58.89,22.22,False,False,True,False
6132,25,0,7,38682,27.78,50.0,22.22,False,False,True,False
6133,26,0,3,20024,49.0,36.0,15.0,False,True,False,False
6134,26,2,4,27599,65.93,23.08,10.99,False,False,True,False
6135,24,2,5,26761,81.08,12.16,6.76,False,True,False,False
6136,30,2,7,14954,85.0,10.0,5.0,False,False,False,True
6137,18,0,3,22952,45.0,45.0,10.0,False,False,False,False
