age,risk,goal,horizon,capital,equity,mf,cash
28,low,short_term,3,17281,24.44,53.33,22.22
18,medium,wealth,4,26098,83.22,9.79,6.99
23,medium,preservation,6,32862,57.0,28.0,15.0
24,low,income,3,21770,41.0,49.0,10.0
23,medium,short_term,4,26371,52.0,28.0,20.0
24,low,retirement,5,20028,51.0,34.0,15.0
21,high,wealth,6,47640,82.37,9.69,7.94
23,medium,wealth,6,37451,82.19,10.96,6.85
25,medium,income,3,16307,61.76,33.25,4.99
25,low,preservation,6,18247,31.58,47.37,21.05
25,high,preservation,3,27459,75.0,20.0,5.0
25,medium,short_term,3,46970,50.0,30.0,20.0
27,medium,wealth,6,25657,77.92,15.58,6.49
27,high,short_term,5,13792,65.22,23.91,10.87
27,medium,short_term,6,25028,48.0,32.0,20.0
19,low,short_term,4,18859,33.33,44.44,22.22
24,low,short_term,4,32076,28.89,48.89,22.22
20,high,wealth,10,18355,85.0,10.0,5.0
26,medium,wealth,3,19035,84.56,10.45,4.99
27,medium,short_term,3,46772,48.0,32.0,20.0
23,low,retirement,3,25950,52.0,33.0,15.0
26,medium,retirement,6,19127,69.77,24.42,5.81
23,medium,income,5,20303,61.22,33.67,5.1
18,low,short_term,3,56783,33.33,44.44,22.22
22,low,short_term,5,28652,31.11,46.67,22.22
22,low,income,3,17544,43.0,47.0,10.0
23,high,income,5,36325,68.18,26.14,5.68
27,high,short_term,4,27418,65.22,23.91,10.87
18,medium,retirement,5,26828,75.0,18.75,6.25
30,medium,retirement,7,17272,70.0,25.0,5.0
27,medium,wealth,3,18316,83.61,11.4,4.99
26,high,short_term,3,25113,69.0,21.0,10.0
22,low,preservation,4,23429,34.74,44.21,21.05
26,medium,wealth,3,30092,84.56,10.45,4.99
24,high,retirement,5,15709,81.08,12.16,6.76
25,high,short_term,3,36831,70.0,20.0,10.0
24,medium,retirement,3,26591,76.0,19.0,5.0
27,medium,wealth,3,31448,83.61,11.4,4.99
22,high,preservation,7,22210,78.0,17.0,5.0
23,medium,retirement,5,20528,72.29,21.69,6.02
21,high,preservation,3,26209,79.0,16.0,5.0
23,low,retirement,5,18778,52.0,33.0,15.0
24,high,preservation,4,18997,71.43,22.62,5.95
26,low,short_term,6,25216,26.67,51.11,22.22
24,high,income,3,21799,74.3,20.73,4.97
27,low,income,7,18961,38.0,52.0,10.0
23,low,short_term,5,31037,30.0,47.78,22.22
27,medium,short_term,3,19024,48.0,32.0,20.0
18,low,short_term,3,21653,33.33,44.44,22.22
28,low,retirement,7,25228,47.0,38.0,15.0
27,medium,preservation,3,21479,53.0,32.0,15.0
27,high,income,3,17357,71.71,23.33,4.97
27,low,short_term,5,19923,25.56,52.22,22.22
25,high,income,4,43327,66.67,27.78,5.56
28,high,short_term,8,18983,67.0,23.0,10.0
36,high,wealth,4,26274,78.95,14.47,6.58
34,medium,income,8,22111,53.21,41.81,4.99
23,low,wealth,3,30459,67.0,23.0,10.0
24,low,short_term,5,42989,28.89,48.89,22.22
18,low,income,5,18957,45.0,45.0,10.0
25,low,short_term,4,11063,27.78,50.0,22.22
25,medium,wealth,4,20864,80.0,13.33,6.67
28,low,income,4,26786,37.0,53.0,10.0
28,low,preservation,8,29203,28.42,50.53,21.05
28,low,wealth,4,21962,61.22,28.57,10.2
27,high,preservation,3,8135,73.0,22.0,5.0
25,low,retirement,3,29292,50.0,35.0,15.0
27,high,wealth,5,43104,82.96,9.76,7.28
24,medium,preservation,3,22633,56.0,29.0,15.0
32,high,retirement,6,20690,73.17,20.73,6.1
27,low,retirement,3,30214,48.0,37.0,15.0
26,low,short_term,7,46044,26.67,51.11,22.22
21,medium,income,3,40174,65.56,29.45,4.99
23,high,wealth,4,19031,82.58,9.71,7.71
26,high,wealth,3,24410,85.0,10.0,5.0
22,medium,wealth,8,14845,85.0,10.0,5.0
27,medium,short_term,6,28350,48.0,32.0,20.0
22,low,short_term,6,26846,31.11,46.67,22.22
28,medium,preservation,3,20903,52.0,33.0,15.0
30,medium,retirement,4,55428,66.67,27.78,5.56
24,low,short_term,3,31211,28.89,48.89,22.22
24,high,short_term,3,29421,71.0,19.0,10.0
24,high,short_term,5,28509,67.42,21.35,11.24
31,low,income,4,27288,34.0,56.0,10.0
25,high,wealth,5,25460,82.77,9.74,7.49
18,low,retirement,3,42853,55.0,30.0,15.0
27,low,preservation,5,18206,29.47,49.47,21.05
26,low,retirement,3,46168,49.0,36.0,15.0
28,high,wealth,5,20327,83.05,9.77,7.18
22,low,preservation,4,40815,34.74,44.21,21.05
27,low,wealth,4,21215,61.86,27.84,10.31
27,low,wealth,4,35956,61.86,27.84,10.31
27,high,preservation,6,39203,68.97,25.29,5.75
18,low,retirement,9,21825,55.0,30.0,15.0
27,medium,preservation,4,24980,53.0,32.0,15.0
21,low,income,7,16722,44.0,46.0,10.0
28,high,retirement,3,18883,83.26,11.76,4.98
23,high,income,8,24330,75.16,19.87,4.97
25,low,preservation,3,16845,31.58,47.37,21.05
27,low,retirement,3,17708,48.0,37.0,15.0
24,high,wealth,5,18933,82.67,9.73,7.6
21,high,income,7,18193,76.89,18.14,4.97
30,medium,preservation,7,25165,50.0,35.0,15.0
31,low,short_term,7,16771,21.11,56.67,22.22
26,medium,preservation,3,23751,54.0,31.0,15.0
29,high,income,3,40768,69.98,25.05,4.97
26,low,short_term,4,18328,26.67,51.11,22.22
23,medium,preservation,5,27360,57.0,28.0,15.0
22,low,wealth,4,20074,65.22,23.91,10.87
20,medium,wealth,6,29320,83.22,9.79,6.99
18,medium,retirement,3,29774,80.0,15.0,5.0
26,low,income,4,27940,39.0,51.0,10.0
23,low,wealth,5,14356,64.52,24.73,10.75
22,medium,income,5,31885,61.86,32.99,5.15
32,medium,short_term,3,19702,43.0,37.0,20.0
22,high,short_term,7,12452,73.0,17.0,10.0
24,low,wealth,5,16449,63.83,25.53,10.64
28,medium,income,3,14714,58.91,36.1,4.99
30,low,retirement,5,11246,45.0,40.0,15.0
27,low,preservation,3,29589,29.47,49.47,21.05
27,low,wealth,5,46430,61.86,27.84,10.31
23,medium,preservation,6,18640,57.0,28.0,15.0
26,low,income,5,31415,39.0,51.0,10.0
29,medium,income,6,17187,57.58,37.43,4.99
24,medium,short_term,4,27580,51.0,29.0,20.0
28,low,preservation,3,18171,28.42,50.53,21.05
18,medium,preservation,6,36814,60.0,25.0,15.0
26,low,retirement,4,36049,49.0,36.0,15.0
18,medium,preservation,4,25546,60.0,25.0,15.0
23,low,retirement,3,18159,52.0,33.0,15.0
28,low,preservation,9,27802,28.42,50.53,21.05
25,low,short_term,3,26304,27.78,50.0,22.22
21,high,income,5,44799,69.77,24.42,5.81
33,low,retirement,4,27201,42.0,43.0,15.0
20,medium,wealth,3,21594,85.0,10.0,5.0
21,low,income,7,41266,44.0,46.0,10.0
21,high,preservation,7,25621,79.0,16.0,5.0
28,high,preservation,4,31768,68.18,26.14,5.68
20,medium,retirement,3,18515,80.0,15.0,5.0
18,high,income,4,39506,70.59,23.53,5.88
28,medium,short_term,4,17088,47.0,33.0,20.0
29,low,retirement,7,19106,46.0,39.0,15.0
24,high,retirement,7,18215,85.0,10.0,5.0
25,low,preservation,3,19468,31.58,47.37,21.05
24,high,short_term,4,33437,67.42,21.35,11.24
26,low,preservation,6,25488,30.53,48.42,21.05
26,low,preservation,5,36885,30.53,48.42,21.05
24,high,short_term,3,18174,71.0,19.0,10.0
29,medium,short_term,8,22770,46.0,34.0,20.0
26,high,preservation,6,15737,69.77,24.42,5.81
29,low,income,3,17043,36.0,54.0,10.0
25,medium,wealth,3,24269,85.0,10.0,5.0
23,high,wealth,7,25251,85.0,10.0,5.0
26,high,short_term,3,27248,69.0,21.0,10.0
19,medium,wealth,7,27556,85.0,10.0,5.0
27,medium,preservation,6,26621,53.0,32.0,15.0
25,high,preservation,4,22145,70.59,23.53,5.88
22,medium,preservation,5,20343,58.0,27.0,15.0
24,low,retirement,4,21805,51.0,34.0,15.0
30,low,retirement,6,20270,45.0,40.0,15.0
25,low,retirement,6,22201,50.0,35.0,15.0
23,medium,short_term,4,22042,52.0,28.0,20.0
33,low,short_term,7,33956,18.89,58.89,22.22
28,medium,wealth,3,37998,82.66,12.35,4.99
27,medium,wealth,4,15959,77.92,15.58,6.49
23,low,short_term,6,31893,30.0,47.78,22.22
25,medium,income,4,30725,60.0,35.0,5.0
22,high,preservation,5,8846,73.17,20.73,6.1
30,low,short_term,5,43615,22.22,55.56,22.22
26,low,short_term,6,34835,26.67,51.11,22.22
27,low,wealth,3,18044,63.0,27.0,10.0
27,low,short_term,8,37873,25.56,52.22,22.22
29,high,preservation,6,19348,67.42,26.97,5.62
24,medium,preservation,5,33463,56.0,29.0,15.0
26,low,short_term,6,29976,26.67,51.11,22.22
20,medium,wealth,8,36594,85.0,10.0,5.0
27,low,short_term,4,16133,25.56,52.22,22.22
18,high,preservation,5,19802,75.0,18.75,6.25
20,low,short_term,5,35639,33.33,44.44,22.22
26,medium,retirement,3,15035,74.0,21.0,5.0
23,low,preservation,7,32265,33.68,45.26,21.05
30,medium,preservation,3,14494,50.0,35.0,15.0
26,high,short_term,4,22670,65.93,23.08,10.99
26,medium,retirement,5,15596,69.77,24.42,5.81
23,medium,income,4,14818,61.22,33.67,5.1
27,high,income,5,22958,65.22,29.35,5.43
22,medium,wealth,5,17781,83.1,9.97,6.93
25,medium,preservation,3,15354,55.0,30.0,15.0
21,low,retirement,5,19948,54.0,31.0,15.0
27,medium,retirement,3,27841,73.0,22.0,5.0
25,medium,preservation,4,36446,55.0,30.0,15.0
25,low,short_term,3,21373,27.78,50.0,22.22
26,high,retirement,4,27092,78.95,14.47,6.58
30,low,income,5,14296,35.0,55.0,10.0
18,medium,wealth,4,17876,83.22,9.79,6.99
18,low,retirement,3,38858,55.0,30.0,15.0
22,medium,preservation,6,15117,58.0,27.0,15.0
18,low,wealth,5,35760,66.67,22.22,11.11
22,medium,retirement,6,27071,73.17,20.73,6.1
18,low,retirement,3,49136,55.0,30.0,15.0
25,low,preservation,3,24699,31.58,47.37,21.05
24,medium,short_term,4,38374,51.0,29.0,20.0
24,medium,retirement,3,31200,76.0,19.0,5.0
29,medium,income,4,13759,57.58,37.43,4.99
21,medium,wealth,5,23069,83.22,9.85,6.93
20,high,preservation,4,16704,75.0,18.75,6.25
27,medium,short_term,3,23980,48.0,32.0,20.0
30,low,short_term,8,16459,22.22,55.56,22.22
18,low,preservation,3,31281,36.84,42.11,21.05
20,low,retirement,3,39303,55.0,30.0,15.0
21,high,retirement,6,27573,83.22,9.85,6.93
26,medium,short_term,5,46053,49.0,31.0,20.0
27,low,wealth,4,19941,61.86,27.84,10.31
25,low,short_term,3,14638,27.78,50.0,22.22
20,medium,wealth,3,20820,85.0,10.0,5.0
24,medium,short_term,6,24544,51.0,29.0,20.0
33,low,income,5,24707,32.0,58.0,10.0
18,high,retirement,6,34154,83.22,9.79,6.99
25,medium,short_term,5,22654,50.0,30.0,20.0
24,medium,short_term,4,20381,51.0,29.0,20.0
22,low,retirement,3,17331,53.0,32.0,15.0
27,low,short_term,4,13477,25.56,52.22,22.22
18,high,preservation,7,19621,80.0,15.0,5.0
25,high,short_term,3,15687,70.0,20.0,10.0
20,medium,income,4,19677,63.16,31.58,5.26
21,high,wealth,4,27216,82.37,9.69,7.94
19,high,short_term,7,23251,75.0,15.0,10.0
26,low,retirement,7,23621,49.0,36.0,15.0
22,high,short_term,3,19129,73.0,17.0,10.0
25,medium,preservation,4,18312,55.0,30.0,15.0
29,high,preservation,3,19878,71.0,24.0,5.0
23,low,short_term,4,22755,30.0,47.78,22.22
30,high,short_term,6,21563,63.16,26.32,10.53
25,high,short_term,3,22515,70.0,20.0,10.0
23,medium,short_term,3,24130,52.0,28.0,20.0
27,low,short_term,8,22660,25.56,52.22,22.22
25,high,wealth,3,39829,85.0,10.0,5.0
18,high,retirement,5,27448,83.22,9.79,6.99
28,high,wealth,8,32289,85.0,10.0,5.0
22,high,income,3,27188,76.03,19.01,4.97
19,medium,preservation,5,25477,60.0,25.0,15.0
31,low,short_term,4,27788,21.11,56.67,22.22
30,low,retirement,6,19436,45.0,40.0,15.0
18,high,preservation,6,19968,75.0,18.75,6.25
27,low,wealth,7,21242,63.0,27.0,10.0
26,high,income,7,26049,72.57,22.46,4.97
26,low,preservation,4,38159,30.53,48.42,21.05
21,high,wealth,10,17541,85.0,10.0,5.0
27,high,retirement,6,31121,77.92,15.58,6.49
29,medium,retirement,4,16193,67.42,26.97,5.62
27,high,short_term,7,30685,68.0,22.0,10.0
26,high,retirement,6,18135,78.95,14.47,6.58
33,low,retirement,11,30834,42.0,43.0,15.0
30,medium,income,3,16669,57.01,38.0,4.99
27,high,wealth,3,21296,85.0,10.0,5.0
20,medium,short_term,5,29254,55.0,25.0,20.0
18,medium,short_term,4,18076,55.0,25.0,20.0
28,low,wealth,4,35514,61.22,28.57,10.2
21,high,wealth,7,13335,85.0,10.0,5.0
29,medium,retirement,6,37469,67.42,26.97,5.62
30,high,retirement,3,25870,81.45,13.57,4.98
25,medium,wealth,5,10542,80.0,13.33,6.67
26,high,income,5,27845,65.93,28.57,5.49
22,medium,wealth,5,13341,83.1,9.97,6.93
26,high,wealth,7,27347,85.0,10.0,5.0
18,low,short_term,4,13991,33.33,44.44,22.22
26,low,retirement,5,18867,49.0,36.0,15.0
29,high,preservation,4,39519,67.42,26.97,5.62
28,medium,wealth,3,18437,82.66,12.35,4.99
24,low,retirement,4,34041,51.0,34.0,15.0
19,medium,retirement,4,23323,75.0,18.75,6.25
27,high,preservation,7,24138,73.0,22.0,5.0
28,low,short_term,6,30072,24.44,53.33,22.22
30,high,retirement,3,19173,81.45,13.57,4.98
27,low,income,3,29915,38.0,52.0,10.0
26,low,wealth,3,26062,64.0,26.0,10.0
20,low,income,4,33781,45.0,45.0,10.0
21,high,income,3,32055,76.89,18.14,4.97
29,high,preservation,4,27280,67.42,26.97,5.62
24,high,short_term,6,22470,67.42,21.35,11.24
23,medium,preservation,4,21093,57.0,28.0,15.0
31,medium,wealth,4,22316,74.07,19.75,6.17
25,high,preservation,5,39562,70.59,23.53,5.88
28,low,preservation,3,29254,28.42,50.53,21.05
29,low,short_term,8,12655,23.33,54.44,22.22
20,low,income,3,16742,45.0,45.0,10.0
22,low,retirement,5,24161,53.0,32.0,15.0
29,medium,wealth,3,58132,81.71,13.3,4.99
25,medium,wealth,6,31753,80.0,13.33,6.67
29,low,short_term,7,19391,23.33,54.44,22.22
21,high,preservation,8,33909,79.0,16.0,5.0
28,high,short_term,5,17725,64.52,24.73,10.75
24,high,retirement,8,40320,85.0,10.0,5.0
27,medium,wealth,3,26807,83.61,11.4,4.99
33,high,preservation,4,34169,64.52,30.11,5.38
29,high,income,3,23567,69.98,25.05,4.97
30,high,short_term,7,16124,65.0,25.0,10.0
28,medium,preservation,4,53783,52.0,33.0,15.0
28,low,income,4,23586,37.0,53.0,10.0
27,low,short_term,4,42667,25.56,52.22,22.22
21,high,retirement,6,23495,83.22,9.85,6.93
20,low,preservation,6,16117,36.84,42.11,21.05
20,medium,income,3,15899,66.51,28.5,4.99
25,medium,income,5,21694,60.0,35.0,5.0
21,low,short_term,3,34515,32.22,45.56,22.22
23,medium,short_term,4,27260,52.0,28.0,20.0
18,high,retirement,8,22496,85.0,10.0,5.0
22,medium,short_term,5,21815,53.0,27.0,20.0
20,high,income,3,18839,77.75,17.28,4.97
19,high,retirement,3,28402,85.0,10.0,5.0
25,high,short_term,6,30874,66.67,22.22,11.11
27,high,short_term,3,18129,68.0,22.0,10.0
23,low,preservation,3,28447,33.68,45.26,21.05
28,medium,wealth,3,22126,82.66,12.35,4.99
25,low,retirement,7,39293,50.0,35.0,15.0
31,high,income,3,20448,68.25,26.78,4.97
27,high,income,5,18969,65.22,29.35,5.43
30,low,income,4,30607,35.0,55.0,10.0
24,low,preservation,5,52299,32.63,46.32,21.05
23,high,short_term,7,35987,72.0,18.0,10.0
27,high,wealth,4,19221,82.96,9.76,7.28
28,high,income,4,28815,64.52,30.11,5.38
29,high,retirement,3,19264,82.35,12.67,4.98
28,low,income,5,22025,37.0,53.0,10.0
19,medium,income,4,17900,63.16,31.58,5.26
31,medium,income,3,25586,56.06,38.95,4.99
30,medium,preservation,5,25415,50.0,35.0,15.0
26,low,income,3,18398,39.0,51.0,10.0
24,high,income,5,37884,67.42,26.97,5.62
27,medium,income,5,20301,58.77,36.24,5.0
34,medium,short_term,5,38600,41.0,39.0,20.0
19,high,preservation,3,26667,80.0,15.0,5.0
19,low,retirement,3,29550,55.0,30.0,15.0
31,high,wealth,3,30957,85.0,10.0,5.0
20,medium,retirement,3,32151,80.0,15.0,5.0
25,medium,preservation,5,30520,55.0,30.0,15.0
25,medium,retirement,9,39317,75.0,20.0,5.0
23,high,short_term,5,19586,68.18,20.45,11.36
18,low,preservation,3,27905,36.84,42.11,21.05
25,low,preservation,4,21689,31.58,47.37,21.05
22,low,preservation,5,20155,34.74,44.21,21.05
25,low,short_term,5,22388,27.78,50.0,22.22
23,medium,wealth,3,16404,85.0,10.0,5.0
29,medium,income,5,28990,57.58,37.43,4.99
24,medium,wealth,4,14738,81.08,12.16,6.76
25,high,income,5,14528,66.67,27.78,5.56
27,medium,retirement,4,16383,68.97,25.29,5.75
24,high,wealth,3,13976,85.0,10.0,5.0
20,low,income,3,22355,45.0,45.0,10.0
22,high,income,5,28452,68.97,25.29,5.75
27,medium,preservation,3,27558,53.0,32.0,15.0
26,high,wealth,3,20808,85.0,10.0,5.0
25,low,short_term,3,22747,27.78,50.0,22.22
24,low,income,3,34642,41.0,49.0,10.0
24,low,short_term,5,36610,28.89,48.89,22.22
23,high,wealth,5,33460,82.58,9.71,7.71
26,high,retirement,3,40601,85.0,10.0,5.0
31,low,short_term,3,26565,21.11,56.67,22.22
21,low,retirement,3,19103,54.0,31.0,15.0
23,medium,short_term,4,28160,52.0,28.0,20.0
26,high,wealth,6,22559,82.87,9.75,7.39
21,low,preservation,4,42208,35.79,43.16,21.05
21,high,wealth,7,26394,85.0,10.0,5.0
21,medium,preservation,8,26399,59.0,26.0,15.0
23,high,preservation,3,22993,77.0,18.0,5.0
25,medium,wealth,7,37500,85.0,10.0,5.0
20,low,wealth,3,8909,70.0,20.0,10.0
23,low,preservation,7,12703,33.68,45.26,21.05
23,high,preservation,6,26738,72.29,21.69,6.02
37,low,retirement,4,20697,38.0,47.0,15.0
30,low,income,3,21437,35.0,55.0,10.0
29,high,income,6,38665,63.83,30.85,5.32
21,low,wealth,3,25426,69.0,21.0,10.0
25,high,retirement,6,24292,80.0,13.33,6.67
18,high,wealth,7,39070,85.0,10.0,5.0
22,low,income,3,30555,43.0,47.0,10.0
23,high,preservation,5,30159,72.29,21.69,6.02
32,medium,short_term,7,22040,43.0,37.0,20.0
24,low,income,3,15128,41.0,49.0,10.0
22,low,wealth,6,56560,65.22,23.91,10.87
29,medium,preservation,3,25869,51.0,34.0,15.0
24,high,wealth,5,28920,82.67,9.73,7.6
25,medium,wealth,3,40381,85.0,10.0,5.0
18,high,short_term,4,36676,70.59,17.65,11.76
26,low,wealth,4,25656,62.5,27.08,10.42
31,high,retirement,4,25540,74.07,19.75,6.17
31,high,preservation,7,31649,69.0,26.0,5.0
26,low,income,4,14820,39.0,51.0,10.0
26,low,preservation,3,26294,30.53,48.42,21.05
20,high,wealth,4,29313,82.26,9.68,8.06
21,low,income,7,33192,44.0,46.0,10.0
23,high,short_term,4,25490,68.18,20.45,11.36
37,high,income,6,16243,58.77,36.24,5.0
27,high,short_term,6,26798,65.22,23.91,10.87
23,medium,preservation,3,24316,57.0,28.0,15.0
24,high,wealth,3,19762,85.0,10.0,5.0
28,high,income,3,20370,70.84,24.19,4.97
32,low,short_term,3,24907,20.0,57.78,22.22
25,high,wealth,3,14159,85.0,10.0,5.0
27,high,income,3,20676,71.71,23.33,4.97
21,medium,short_term,4,15847,54.0,26.0,20.0
27,medium,income,4,30219,58.77,36.24,5.0
25,high,short_term,8,18171,70.0,20.0,10.0
28,low,income,4,21982,37.0,53.0,10.0
24,high,preservation,4,13550,71.43,22.62,5.95
28,high,short_term,5,16725,64.52,24.73,10.75
33,high,short_term,5,26858,61.22,28.57,10.2
33,low,short_term,6,21279,18.89,58.89,22.22
25,low,short_term,7,38682,27.78,50.0,22.22
26,low,retirement,3,20024,49.0,36.0,15.0
26,high,short_term,4,27599,65.93,23.08,10.99
24,high,retirement,5,26761,81.08,12.16,6.76
30,high,wealth,7,14954,85.0,10.0,5.0
18,low,income,3,22952,45.0,45.0,10.0
23,low,wealth,4,36615,64.52,24.73,10.75
22,high,income,3,18967,76.03,19.01,4.97
25,medium,retirement,3,27754,75.0,20.0,5.0
19,low,wealth,5,23092,66.67,22.22,11.11
18,medium,wealth,3,28578,85.0,10.0,5.0
31,medium,wealth,5,26544,74.07,19.75,6.17
32,medium,short_term,8,13261,43.0,37.0,20.0
30,medium,preservation,3,38449,50.0,35.0,15.0
30,low,wealth,4,18733,60.0,30.0,10.0
22,high,preservation,8,19792,78.0,17.0,5.0
21,low,retirement,3,36354,54.0,31.0,15.0
29,high,retirement,6,26255,75.95,17.72,6.33
28,medium,preservation,6,46547,52.0,33.0,15.0
21,medium,preservation,3,19223,59.0,26.0,15.0
25,medium,income,3,31494,61.76,33.25,4.99
28,high,preservation,3,22357,72.0,23.0,5.0
27,medium,wealth,6,24536,77.92,15.58,6.49
23,low,income,6,19948,42.0,48.0,10.0
29,medium,income,4,22397,57.58,37.43,4.99
23,medium,wealth,6,39201,82.19,10.96,6.85
22,low,short_term,8,16907,31.11,46.67,22.22
28,low,income,3,14714,37.0,53.0,10.0
18,medium,retirement,10,22739,80.0,15.0,5.0
23,low,wealth,5,14007,64.52,24.73,10.75
27,high,wealth,5,22142,82.96,9.76,7.28
18,medium,short_term,6,16864,55.0,25.0,20.0
29,high,wealth,5,30222,83.13,9.78,7.09
23,medium,wealth,5,18168,82.19,10.96,6.85
26,medium,short_term,7,14400,49.0,31.0,20.0
23,medium,preservation,4,26429,57.0,28.0,15.0
24,low,preservation,3,50407,32.63,46.32,21.05
20,medium,retirement,3,24556,80.0,15.0,5.0
31,low,retirement,6,14805,44.0,41.0,15.0
26,high,retirement,4,26891,78.95,14.47,6.58
21,medium,preservation,3,15513,59.0,26.0,15.0
27,low,short_term,3,24129,25.56,52.22,22.22
20,high,income,8,29842,77.75,17.28,4.97
26,high,short_term,6,20767,65.93,23.08,10.99
24,medium,short_term,7,27097,51.0,29.0,20.0
24,high,short_term,4,19644,67.42,21.35,11.24
27,low,short_term,5,29393,25.56,52.22,22.22
29,low,retirement,3,26322,46.0,39.0,15.0
24,high,wealth,8,23510,85.0,10.0,5.0
22,high,preservation,4,27106,73.17,20.73,6.1
22,low,income,5,19036,43.0,47.0,10.0
23,medium,income,3,16032,63.66,31.35,4.99
25,high,short_term,3,19492,70.0,20.0,10.0
24,high,income,5,29514,67.42,26.97,5.62
22,medium,short_term,8,22929,53.0,27.0,20.0
19,high,income,7,8760,77.75,17.28,4.97
24,low,retirement,7,22134,51.0,34.0,15.0
27,high,retirement,4,35648,77.92,15.58,6.49
28,low,income,3,29318,37.0,53.0,10.0
25,high,wealth,6,16168,82.77,9.74,7.49
24,low,short_term,11,22535,28.89,48.89,22.22
22,low,retirement,4,23913,53.0,32.0,15.0
24,medium,short_term,6,18605,51.0,29.0,20.0
22,high,income,3,27195,76.03,19.01,4.97
25,high,short_term,4,19616,66.67,22.22,11.11
23,low,preservation,6,34813,33.68,45.26,21.05
28,low,short_term,3,29311,24.44,53.33,22.22
33,medium,short_term,6,24393,42.0,38.0,20.0
20,low,income,3,16315,45.0,45.0,10.0
22,low,wealth,4,22800,65.22,23.91,10.87
24,medium,income,3,19807,62.71,32.3,4.99
25,medium,income,6,26528,60.0,35.0,5.0
28,medium,short_term,3,17005,47.0,33.0,20.0
26,medium,retirement,9,17446,74.0,21.0,5.0
24,medium,short_term,4,17731,51.0,29.0,20.0
30,low,short_term,3,36508,22.22,55.56,22.22
30,low,income,5,22847,35.0,55.0,10.0
24,high,preservation,5,28764,71.43,22.62,5.95
27,medium,income,7,13565,59.86,35.15,4.99
23,low,short_term,4,39197,30.0,47.78,22.22
25,low,income,3,24654,40.0,50.0,10.0
27,high,short_term,4,37263,65.22,23.91,10.87
18,high,income,5,28850,70.59,23.53,5.88
21,medium,retirement,5,21766,74.07,19.75,6.17
31,medium,income,3,39580,56.06,38.95,4.99
26,high,short_term,5,16080,65.93,23.08,10.99
26,medium,short_term,7,13111,49.0,31.0,20.0
30,medium,wealth,3,18103,80.76,14.25,4.99
24,medium,retirement,7,31359,76.0,19.0,5.0
19,low,retirement,5,33351,55.0,30.0,15.0
35,high,retirement,3,29785,76.92,18.1,4.98
22,high,preservation,3,37651,78.0,17.0,5.0
27,low,preservation,3,19312,29.47,49.47,21.05
19,medium,wealth,3,12967,85.0,10.0,5.0
20,medium,preservation,3,27781,60.0,25.0,15.0
28,high,income,5,17887,64.52,30.11,5.38
27,medium,preservation,6,32714,53.0,32.0,15.0
25,low,retirement,6,35517,50.0,35.0,15.0
24,low,wealth,6,15697,63.83,25.53,10.64
27,high,retirement,7,29308,84.16,10.86,4.98
25,low,preservation,4,21288,31.58,47.37,21.05
21,medium,income,3,19810,65.56,29.45,4.99
24,low,income,5,32819,41.0,49.0,10.0
23,high,income,3,36773,75.16,19.87,4.97
26,high,retirement,5,23170,78.95,14.47,6.58
24,medium,preservation,3,16497,56.0,29.0,15.0
28,high,income,8,23130,70.84,24.19,4.97
21,high,retirement,7,40648,85.0,10.0,5.0
24,high,retirement,4,21962,81.08,12.16,6.76
18,low,income,4,18555,45.0,45.0,10.0
19,high,short_term,5,27057,70.59,17.65,11.76
30,medium,wealth,6,19182,75.0,18.75,6.25
24,high,wealth,5,18665,82.67,9.73,7.6
27,high,preservation,4,19098,68.97,25.29,5.75
21,medium,short_term,4,19160,54.0,26.0,20.0
24,high,preservation,3,14581,76.0,19.0,5.0
19,medium,retirement,7,26091,80.0,15.0,5.0
21,medium,retirement,5,19618,74.07,19.75,6.17
25,high,retirement,3,51918,85.0,10.0,5.0
25,high,short_term,5,30197,66.67,22.22,11.11
27,low,wealth,6,22934,61.86,27.84,10.31
25,low,short_term,4,38129,27.78,50.0,22.22
28,low,wealth,6,52084,61.22,28.57,10.2
21,medium,short_term,5,31648,54.0,26.0,20.0
23,medium,preservation,3,16457,57.0,28.0,15.0
18,medium,preservation,5,31947,60.0,25.0,15.0
21,medium,preservation,7,31904,59.0,26.0,15.0
33,medium,short_term,8,27626,42.0,38.0,20.0
24,low,short_term,5,22290,28.89,48.89,22.22
21,medium,retirement,4,31610,74.07,19.75,6.17
27,low,preservation,3,31482,29.47,49.47,21.05
28,medium,preservation,5,33800,52.0,33.0,15.0
26,medium,preservation,5,36406,54.0,31.0,15.0
24,high,retirement,8,47555,85.0,10.0,5.0
21,low,income,5,13861,44.0,46.0,10.0
26,high,short_term,6,21922,65.93,23.08,10.99
31,medium,short_term,5,24066,44.0,36.0,20.0
29,medium,wealth,3,14874,81.71,13.3,4.99
28,low,retirement,4,26203,47.0,38.0,15.0
22,low,income,9,33421,43.0,47.0,10.0
20,low,wealth,4,24752,66.67,22.22,11.11
26,low,retirement,3,28717,49.0,36.0,15.0
21,low,retirement,3,11268,54.0,31.0,15.0
25,low,income,3,24925,40.0,50.0,10.0
24,high,short_term,7,27915,71.0,19.0,10.0
20,medium,retirement,3,27707,80.0,15.0,5.0
18,high,short_term,5,21471,70.59,17.65,11.76
27,low,retirement,6,20488,48.0,37.0,15.0
24,medium,retirement,6,24744,71.43,22.62,5.95
24,medium,wealth,5,17081,81.08,12.16,6.76
21,medium,short_term,5,22106,54.0,26.0,20.0
23,low,retirement,7,24753,52.0,33.0,15.0
